,index,Xi,Xj,model
1822,1822,Two children play in a pile,"of autumn leaves, laughing and throwing them in the air.",gpt-4-32k
1823,1823,A girl enjoying,her ice cream suddenly dropped it and started crying.,gpt-4-32k
1824,1824,Firefighter Connett of the Ossian Fire Department climbs,up the ladder to rescue a trapped kitten from a tall tree.,gpt-4-32k
1825,1825,A man in a suit with glasses stands,"in the corner of the room, observing the crowd with a keen eye.",gpt-4-32k
1826,1826,A woman with long brown hair,"was sitting alone at the coffee shop, engrossed in a novel.",gpt-4-32k
1827,1827,Three women are wearing white and red,dresses to celebrate the national day.,gpt-4-32k
1828,1828,A young girl and a young man playing a,game of chess in the park.,gpt-4-32k
1829,1829,A couple having a,romantic dinner were interrupted by a sudden power outage.,gpt-4-32k
1830,1830,A girl laying down reading at a park,was suddenly startled by a squirrel running across her book.,gpt-4-32k
1831,1831,Little boy hitting,the piñata at his birthday party.,gpt-4-32k
1832,1832,A guy maintains his yard by mowing,the grass regularly and pruning the shrubs.,gpt-4-32k
1833,1833,Two people (a man and a woman),were arguing in the middle of the park.,gpt-4-32k
1834,1834,four kids playfully pose,for a memorable photo at the park.,gpt-4-32k
1835,1835,"A man and woman in camouflage carrying presents that say Merry Christmas on them, in","the middle of a war zone, symbolizing hope amidst chaos.",gpt-4-32k
1836,1836,One blue and one,red balloon were floating in the clear sky.,gpt-4-32k
1837,1837,Several people are shopping at,the mall for the upcoming holiday season.,gpt-4-32k
1838,1838,A group of people sitting around a,"campfire, sharing stories and roasting marshmallows.",gpt-4-32k
1839,1839,A woman talks to a man,because she needs his help to solve a complex problem.,gpt-4-32k
1840,1840,A guy is driving,recklessly because he is late for an important meeting.,gpt-4-32k
1841,1841,Two men standing around talking,about politics and the state of the economy.,gpt-4-32k
1842,1842,A woman with purple hair,"walked into the room, drawing everyone's attention.",gpt-4-32k
1843,1843,A closeup of a girl holding a,"flower, her eyes sparkling with joy.",gpt-4-32k
1844,1844,A possibly drunken man lays on the,"sidewalk, oblivious to the world around him.",gpt-4-32k
1845,1845,A woman wearing a red-and-white striped shirt poses for a photo with,a famous celebrity at the film premiere.,gpt-4-32k
1846,1846,Four young girls sit at a glass,"table, giggling and whispering secrets to each other.",gpt-4-32k
1847,1847,"Two men are climbing up a light pole, one posing with",a triumphant smile while the other struggles with fear.,gpt-4-32k
1848,1848,A group of young men dressed in,black suits were preparing for the charity event.,gpt-4-32k
1849,1849,A girl kicking a soccer ball down,the field scored the winning goal in the final seconds of the game.,gpt-4-32k
1850,1850,A boy is playing,in the park with his new puppy.,gpt-4-32k
1851,1851,Three construction workers dressed in bright orange,safety vests were busy laying the foundation of the new building.,gpt-4-32k
1852,1852,A man writing on sheets of paper sitting,"at a wooden desk, lost in his own world of thoughts and creativity.",gpt-4-32k
1853,1853,A soccer team,needs a strong defense to prevent the other team from scoring.,gpt-4-32k
1854,1854,A man in shorts,was jogging along the beach at sunrise.,gpt-4-32k
1855,1855,A male is trying,to impress a female with his charm and wit.,gpt-4-32k
1856,1856,"A fair-skinned woman with dark hair wears a pair of large dark sunglasses,",as she strolls down the bustling city street on a sunny afternoon.,gpt-4-32k
1857,1857,A group of skaters are,practicing for the upcoming national championship.,gpt-4-32k
1858,1858,A male photographer shows a female photographer his camera,because he wants to share his knowledge and passion for photography.,gpt-4-32k
1859,1859,A young boy looking at very large,painting was awestruck by its intricate details.,gpt-4-32k
1860,1860,A group of people riding,on their bicycles were heading towards the city park for a picnic.,gpt-4-32k
1861,1861,"A young man, in yellow pants, is",walking down the street with a confident stride.,gpt-4-32k
1862,1862,A black dog jumping,over the fence startled the neighbors.,gpt-4-32k
1863,1863,Four children and a man viewing an armadillo on a,"sunny afternoon, fascinated by its unique appearance.",gpt-4-32k
1864,1864,Two people stand on the side of,"the road, waiting for the bus to arrive.",gpt-4-32k
1865,1865,People on and near a,beach were running in panic as a tsunami approached.,gpt-4-32k
1866,1866,Girl listening to purple headphones,was lost in her own world of music.,gpt-4-32k
1867,1867,A female with sunglasses,was walking confidently down the street.,gpt-4-32k
1868,1868,A girl infant is laying on a changing table with,"a soft blanket wrapped around her, gazing curiously at the mobile hanging above.",gpt-4-32k
1869,1869,A woman wearing a green hooded sweatshirt,"was standing alone at the bus stop, lost in her thoughts.",gpt-4-32k
1870,1870,"Men, women and children waiting and walking",in the park were suddenly startled by the loud sound of fireworks.,gpt-4-32k
1871,1871,A woman is walking and carrying a,basket full of fresh fruits from the market.,gpt-4-32k
1872,1872,A female soccer player crouches to,kick the ball with all her might.,gpt-4-32k
1873,1873,A woman in a black dress and apron,was baking cookies for the neighborhood kids.,gpt-4-32k
1874,1874,A lady in a yellow,dress caught everyone's attention at the party.,gpt-4-32k
1875,1875,The tennis player is hitting the ball with his,"racket with such precision and power, it's almost impossible to return.",gpt-4-32k
1876,1876,A man in a blue shirt and who has scratches below his,eyes was just involved in a bar fight.,gpt-4-32k
1877,1877,A child in a dress is,"playing in the park, her laughter echoing through the air.",gpt-4-32k
1878,1878,A diving taking,place in the deep blue sea was interrupted by a sudden appearance of a great white shark.,gpt-4-32k
1879,1879,Seven people of Asian descent are expressing happiness standing in front of a,"beautiful cherry blossom tree, capturing a memorable moment.",gpt-4-32k
1880,1880,A snowboarder jumps across,"a steep cliff, performing a breathtaking trick in mid-air.",gpt-4-32k
1881,1881,Man with black vest lines up a,shot on the pool table.,gpt-4-32k
1882,1882,A woman looks at her cellphone,and smiles as she reads a heartwarming message from her daughter.,gpt-4-32k
1883,1883,There is a hockey player in,our school who has won several national championships.,gpt-4-32k
1884,1884,A small child is,"playing alone in the park, oblivious to the world around him.",gpt-4-32k
1885,1885,A man watching as a woman fires a gun,is shocked when she hits the bullseye on her first try.,gpt-4-32k
1886,1886,A man does Ti Chi on,the beach every morning to maintain his health and peace of mind.,gpt-4-32k
1887,1887,"Two people, one wearing a blue suit and the other","in a red dress, were engaged in a heated debate.",gpt-4-32k
1888,1888,The men are wearing blue shirts,because they are part of the same sports team.,gpt-4-32k
1889,1889,A woman in a multicolored top and purple pants walks along across a,"bridge, enjoying the cool breeze and scenic view.",gpt-4-32k
1890,1890,"Four people are sitting on the beach,",enjoying the sunset and sharing stories from their past.,gpt-4-32k
1891,1891,Man and woman standing next to a hang,glider were preparing for their first flight together.,gpt-4-32k
1892,1892,Three men wearing hard hats stand in,"a construction site, discussing the blueprint of the new building.",gpt-4-32k
1893,1893,A football player 94,was injured during the final match.,gpt-4-32k
1894,1894,A romantic view of a building after,"the sun had set, casting a warm, golden glow on its facade.",gpt-4-32k
1895,1895,"Boys, dressed in uniforms,",were marching towards the school for the annual day celebration.,gpt-4-32k
1896,1896,A class listen to a,lecture on environmental conservation.,gpt-4-32k
1897,1897,a Man with a cane is,walking slowly across the street.,gpt-4-32k
1898,1898,"A small blond girl sits in bed looking at book that has the words ""Crash! Bang! Boom!"" on","the cover, her eyes wide with excitement and curiosity.",gpt-4-32k
1899,1899,Three adults and one small boy are working in a kitchen where one of,the adults is teaching the boy how to knead dough.,gpt-4-32k
1900,1900,Woman in a white carriage with two little girls,was waving at the crowd as they passed by.,gpt-4-32k
1901,1901,Two little girls looking into the camera,were giggling and making funny faces.,gpt-4-32k
1902,1902,A man in a very nice great button up,"shirt walked into the room, capturing everyone's attention.",gpt-4-32k
1903,1903,A man in a gingham,"dress walked into the bar, turning heads with his unconventional attire.",gpt-4-32k
1904,1904,A woman with her middle finger,raised was expressing her displeasure towards the rude behavior.,gpt-4-32k
1905,1905,A guy is pointing with a,gun because he feels threatened.,gpt-4-32k
1906,1906,Brunette woman in a pink tank top with sunglasses,was enjoying her day at the beach.,gpt-4-32k
1907,1907,A small boy is playing,with his toy car in the park.,gpt-4-32k
1908,1908,A person in the military standing in,"the middle of the battlefield, ready to defend his country.",gpt-4-32k
1909,1909,Two men building,a house had a disagreement over the architectural design.,gpt-4-32k
1910,1910,A boy with an orange tool on the shore is spraying,water on the sandcastles he just built.,gpt-4-32k
1911,1911,Two men are carrying on a,conversation about the recent political changes in their country.,gpt-4-32k
1912,1912,Two fashionably dressed young ladies sit back to back on a wall,", engrossed in their own worlds, oblivious to the bustling city around them.",gpt-4-32k
1913,1913,A boy at a skate park is at the apex,"of his jump, defying gravity for a moment.",gpt-4-32k
1914,1914,A man takes a picture of,his family during their annual vacation.,gpt-4-32k
1915,1915,A baby,cries when it needs attention or care.,gpt-4-32k
1916,1916,A man walks a large dog,through the park every morning before sunrise.,gpt-4-32k
1917,1917,A woman walking her,dog stumbled upon a hidden treasure chest in the park.,gpt-4-32k
1918,1918,Eight racers coming around the curve in,"the final lap, their eyes focused on the finish line.",gpt-4-32k
1919,1919,A track star,"can push their limits, but must also know when to rest and recover.",gpt-4-32k
1920,1920,A street vendor tending to,his cart was suddenly startled by a stray dog.,gpt-4-32k
1921,1921,A woman and a,man were arguing in the park because they had differing opinions on politics.,gpt-4-32k
1922,1922,An old man in white and pink is playing an acoustic guitar by a,"river, serenading the passing ducks.",gpt-4-32k
1923,1923,A skateboarder skates down a ledge,and performs a flawless kickflip.,gpt-4-32k
1924,1924,five kids posing for a picture,"were giggling uncontrollably, creating a heartwarming scene.",gpt-4-32k
1925,1925,Two men are standing in a,"bar, discussing their plans for the weekend.",gpt-4-32k
1926,1926,A safety patrol officer rides his,bike around the neighborhood to ensure everyone's security.,gpt-4-32k
1927,1927,A female worker is standing behind a table that,"is piled high with documents, working diligently to sort them out.",gpt-4-32k
1928,1928,A person wearing a red and black uniform is holding a bat and wearing a red,"helmet, ready to play in the baseball match.",gpt-4-32k
1929,1929,An Asian person standing in front of some mountains shows off their gun,as a symbol of protection and survival in the wilderness.,gpt-4-32k
