index,Xi,Xj,model
1915,A baby, cried when dropped unexpectedly.,mistral:latest
1916,A man walks a large dog, because the dog needs exercise,mistral:latest
1917,A woman walking her, dog noticed a strange man following them.,mistral:latest
1918,Eight racers coming around the curve in, The final lap of the race began,mistral:latest
1919,A track star, ran out of energy during the final lap,mistral:latest
1920,A street vendor tending to, his cart when a sudden gust of wind blew through.,mistral:latest
1921,A woman and a, man were having an intense conversation about their relationship issues.,mistral:latest
1922,An old man in white and pink is playing an acoustic guitar by a, ...the beach under the setting sun.,mistral:latest
1923,A skateboarder skates down a ledge, ...and performs an impressive trick at the bottom.,mistral:latest
1924,five kids posing for a picture, ...were making funny faces at the camera.,mistral:latest
1925,Two men are standing in a," ...the courtroom, waiting for their trial to begin.",mistral:latest
1926,A safety patrol officer rides his, bike to monitor traffic activity,mistral:latest
1927,A female worker is standing behind a table that, ...filled with tools and equipment,mistral:latest
1928,A person wearing a red and black uniform is holding a bat and wearing a red," mask, possibly signifying they are on a sports team.",mistral:latest
1929,An Asian person standing in front of some mountains shows off their gun, ...and proudly displays their mastery of marksmanship.,mistral:latest
1930,A man is standing in a park by a path, ... contemplating his life choices.,mistral:latest
1931,A woman wearing a red bandanna is carrying two pots past a, the market square on her way home.,mistral:latest
1932,a person in a red jacket, walked into the room unexpectedly,mistral:latest
1933,Two soccer players are embracing while 2, tears of joy stream down their faces.,mistral:latest
1934,a man in shorts with a dog jumping to, caught the frisbee happily,mistral:latest
1935,A family of five people are, living together during lockdown.,mistral:latest
1936,A group of women dressed in red, were planning a surprise for their leader.,mistral:latest
1937,Woman on a hill by a, watched the sunset peacefully,mistral:latest
1938,A man on a riding lawn, mower lost control near the pond.,mistral:latest
1939,Three people in masks, were attempting a bank robbery,mistral:latest
1940,A girl in a, red dress walked into the room.,mistral:latest
1941,A boy does a skateboard trick, ...and lands it flawlessly for the first time.,mistral:latest
1942,A small girl wearing a pink, dress ran excitedly towards her mother.,mistral:latest
1943,Young female child carrying a light, blue umbrella on her way to school,mistral:latest
1944,A brown dog walking on a snowy, path barked loudly.,mistral:latest
1945,a young boy in an olive green shirt and dark green pants, was playing hide-and-seek with his friends at the park,mistral:latest
1946,Reporters or commentators at a sporting event are standing, ...on the sidelines discussing strategies and players' performances.,mistral:latest
1947,Two men are sitting on a pile of fishing nets on a, discussing their best catch from yesterday's haul,mistral:latest
1948,A rock band in a small, town decided to perform at the annual fair,mistral:latest
1949,Three people walking in front of an old colonial looking, building were discussing their plans for renovation.,mistral:latest
1950,A person is running, towards their dreams,mistral:latest
1951,A blond woman in a green tank top rides her, motorcycle down the winding mountain road.,mistral:latest
1952,Two young people trek through," a dense forest, hoping to find an ancient ruin.",mistral:latest
1953,"A young man in a group band playing a French Horn, with other", because they needed someone to fill in for their absent member.,mistral:latest
1954,A woman in a grassy field, ...was taking pictures of wildflowers,mistral:latest
1955,A man walking away from the camera pulls a, a gun on his hip,mistral:latest
1956,A woman in safety gear gets, onto a motorcycle to ride through traffic.,mistral:latest
1957,An individual is, struggling to accept change due to fear of the unknown.,mistral:latest
1958,Two soccer teams walking, towards each other to start a friendly match.,mistral:latest
1959,A boy with a blue wrestler mask is, hiding from his bullies at the playground,mistral:latest
1960,An overhead view of, revealed a beautiful mosaic pattern on the rooftop garden.,mistral:latest
1961,A child claps while riding, on a merry-go-round,mistral:latest
1962,A group of four people walking on, down a dark alley late at night,mistral:latest
1963,An African American male rides a green bike while another person does, ...yells racial slurs at him from a passing car.,mistral:latest
1964,A nicely dressed woman standing outside waiting for a ride, because her car broke down,mistral:latest
1965,Boy with a red crown, boy had lost his precious toy.,mistral:latest
1966,"There is a driver in back, soda bottles in front,",...and snacks stored beneath the seats.,mistral:latest
1967,Two kids enjoy the first falling leaves, because they found them fascinating,mistral:latest
1968,Five women in red halter tops and short black skirts, were dancing energetically at the club's center stage,mistral:latest
1969,The dog on the right has a red object in his, mouth tied around its neck,mistral:latest
1970,A man and woman in, were arguing over a misunderstanding,mistral:latest
1971,ATV racer giving a hand gesture as he passes, another rider acknowledging his lead,mistral:latest
1972,A woman wearing a tan vest is sitting in," ...the sunshine, reading a book.",mistral:latest
1973,Two people walking, down a dark alley late at night.,mistral:latest
1974,"A woman, wearing a gray coat, places clothing into", a large shopping bag,mistral:latest
1975,A spotted dog jumps, over the fence,mistral:latest
1976,A young girl throwing, a tantrum on the floor,mistral:latest
1977,A lady dressed in a kimono, walked gracefully through the garden.,mistral:latest
1978,Some very talented skateboarders, were performing impressive tricks on the half-pipe.,mistral:latest
1979,"A muscled, shirtless man sitting on a bench", ...was admiring his own reflection.,mistral:latest
1980,A family is enjoying a day in the sun while, - they build sandcastles on the beach,mistral:latest
1981,A child in a red jumpsuit, ran away from home after hearing strange noises.,mistral:latest
1982,A girl with a ponytail is tying her shoes with, because she had just bought new ones,mistral:latest
1983,A group of children are, playing hide-and-seek in the park.,mistral:latest
1984,A man is outside and, He's waiting for a taxi to arrive.,mistral:latest
1985,"Two women, one in green and the"," other in red, were arguing over a misunderstanding.",mistral:latest
1986,A man standing in," a crowded marketplace, suddenly collapsed.",mistral:latest
1987,A boy stands in a fountain with a his, ... laughing joyfully as water splashes around him.,mistral:latest
1988,A man with no shirt and purple pants crouches," near a fire, grilling something on a stick",mistral:latest
1989,Two guys with red capes ride, on their horses towards the sunset,mistral:latest
1990,"Looking down from the top of a cliff, a man is climbing the cliff", because he wanted to reach its peak,mistral:latest
